cob_urb,precip,elev,hund,pob,viv_s_a,ocupantes,ingreso
100,#N/D,2318,0,474,50,2.6333,0.835079636085881
100,#N/D,2303,0,2103,99,3.2859,0.90361723751114
100,#N/D,2280,0,3097,203,2.857,0.894657047240893
100,#N/D,2272,0.029,2673,193,2.3468,0.923298007409608
100,#N/D,2260,0.283,2508,98,3.0925,0.940050384378971
97.37,#N/D,2424,0,6026,215,3.5531,0.710524275059828
100,#N/D,2304,0,3552,155,2.8855,0.88677962373042
100,#N/D,2261,0,1159,50,3.1409,0.948647325865701
100,#N/D,2263,0,1370,79,2.8903,0.904656589762994
100,#N/D,2260,0.016,2019,157,2.4384,0.926465832793525
59.4,#N/D,2512,0,5113,171,3.4759,0.909501916707155
100,#N/D,2436,0,2678,109,3.2698,0.911123855117918
100,#N/D,2338,0,13351,428,3.0503,0.84134048666086
100,#N/D,2339,0,3068,85,3.099,0.849453198449336
100,#N/D,2296,0,3184,140,2.8788,0.820653984894535
100,#N/D,2275,0,248,27,2.1017,0.847659124005117
100,#N/D,2353,0.042,1652,39,3.1892,0.865920454668692
100,#N/D,2314,0,4162,215,3.0446,0.778107144796224
100,#N/D,2315,0,4047,160,3.0112,0.841291287054127
100,#N/D,2293,0.001,4498,248,2.6304,0.876706316728412
100,#N/D,2319,0,3368,175,3.5565,0.888166168402419
91.89,#N/D,2314,0,2870,130,3.3685,0.919222391140672
100,#N/D,2368,0,2332,213,2.8029,0.878816272222815
100,#N/D,2320,0,3232,179,3.4865,0.894788746457402
100,#N/D,2362,0,2015,130,3.3251,0.916397877113936
63.41,#N/D,2530,0,7665,430,3.5986,0.704721223513677
96.43,#N/D,2631,0,7849,157,3.9128,0.673776980184801
0,#N/D,2761,0,6529,342,3.9119,0.673265018120824
100,#N/D,2631,0.122,5744,48,3.7445,0.678349411728655
73.1,#N/D,2460,0,904,35,3.6016,0.918387831477172
100,#N/D,2318,0,5422,75,3.9548,0.750670015322411
100,#N/D,2322,0,5214,28,4.0077,0.649766705825707
100,#N/D,2340,0,2505,19,3.6569,0.602076128416926
100,#N/D,2413,0,4214,75,3.9091,0.66079459822529
100,#N/D,2349,0,4207,41,3.7066,0.631049682795113
100,#N/D,2320,0,4697,53,3.6383,0.711073483879499
100,#N/D,2313,0,3673,39,4.1881,0.673528528621231
100,#N/D,2493,0,1642,334,1.779,0.845706255132746
100,#N/D,2379,0,6184,111,3.8967,0.698485879186625
100,#N/D,2399,0,2642,331,3.7582,0.649794524826805
100,#N/D,2367,0,6923,137,3.6942,0.698115600819535
100,#N/D,2425,0,5743,52,4.2042,0.674504744358018
100,#N/D,2442,0,5687,130,3.6549,0.734888759348504
88,#N/D,2438,0,5312,129,3.7382,0.694152979049164
100,#N/D,2435,0,5279,70,4.0452,0.694700734668461
100,#N/D,2427,0.046,4960,58,4.3433,0.711786647841283
50,#N/D,2459,0,2702,59,3.8381,0.729622663760303
85.71,#N/D,2591,0,7452,188,3.5673,0.710982096981957
100,#N/D,2516,0,4995,73,3.4808,0.790354963165614
100,#N/D,2416,0.012,6677,138,3.4632,0.763251585865558
0,#N/D,2580,0.037,7029,60,3.775,0.621203815763246
1.41,#N/D,2733,0,3014,647,3.3378,0.66350945787536
69.33,#N/D,2628,0,8419,367,3.8233,0.639994902124056
90.24,#N/D,2637,0.049,8319,183,3.7122,0.607919892448478
30.61,#N/D,2723,0,2888,78,3.8201,0.624901579698584
23.68,#N/D,2521,0,7285,428,3.6535,0.719856120507517
100,#N/D,2300,0.02,4657,169,3.4067,0.714508039412209
100,#N/D,2297,0.035,4201,71,4.1718,0.683027044085204
100,#N/D,2333,0,2952,66,3.6044,0.686522702556505
100,#N/D,2306,0,3887,95,3.5081,0.702160708003903
100,#N/D,2386,0,5583,163,3.4189,0.703608634176714
100,#N/D,2402,0,5001,181,3.1552,0.707795413728151
100,#N/D,2356,0,5213,242,3.3481,0.689299809952916
100,#N/D,2385,0,7999,202,3.2743,0.771360019627819
100,#N/D,2380,0,10926,332,3.0605,0.886308292902744
0,#N/D,2471,0,3364,150,2.9075,0.952622541679689
100,#N/D,2343,0,3857,51,3.6663,0.779025227904533
100,#N/D,2348,0,2324,70,3.264,0.870798830630877
100,#N/D,2353,0,2541,63,3.6145,0.623102517304706
100,#N/D,2374,0,4512,113,3.4522,0.773972939251619
100,#N/D,2330,0,4701,15,3.8501,0.596343008276067
100,#N/D,2364,0,3288,57,3.4538,0.785105298616995
100,#N/D,2355,0,4163,58,3.7437,0.745915190834962
100,#N/D,2348,0,4261,39,4.0814,0.631004288948813
100,#N/D,2319,0,3391,27,4.0225,0.668926288277163
100,#N/D,2501,0,0,0,0,0
100,#N/D,2443,0,2998,76,4.5219,0.693384666929365
100,#N/D,2438,0,3993,70,3.9731,0.642297454313678
100,#N/D,2442,0,3684,53,4.0218,0.701695351119879
76.92,#N/D,2565,0,3732,37,3.8514,0.641645547672266
100,#N/D,2499,0,4586,68,3.7406,0.682317118617148
100,#N/D,2329,0,6415,376,3.0245,0.845431469612747
100,#N/D,2336,0,2688,48,3.9881,0.743458805185817
100,#N/D,2496,0,2599,186,2.7649,0.860796521963452
100,#N/D,2447,0,5291,212,3.254,0.763804950398359
100,#N/D,2297,0,4291,54,4.5504,0.715925524919807
100,#N/D,2301,0,9556,250,3.6129,0.737025634573079
100,#N/D,2342,0,1847,28,3.1412,0.814035571656322
100,#N/D,2282,0.044,2652,87,2.9932,0.778521743507997
100,#N/D,2277,0.089,4498,225,2.6694,0.80398130997994
100,#N/D,2364,0.027,3529,78,3.6121,0.710118003048016
100,#N/D,2343,0.024,2501,83,3.2908,0.732208400525327
100,#N/D,2372,0,5227,154,3.5151,0.736151503214722
77.27,#N/D,2487,0,2830,57,4.0429,0.712262382162048
53.23,#N/D,2458,0,3253,90,4.2028,0.654916541980865
100,#N/D,2448,0,3397,45,4.1528,0.670850887459916
100,#N/D,2502,0,4172,69,4.1389,0.703801268348018
100,#N/D,2415,0,3113,119,3.4821,0.783498836053506
100,#N/D,2395,0,4367,244,3.2158,0.82127031210992
100,#N/D,2322,0,1758,223,2.8218,0.828669849378436
9,#N/D,2424,0.113,52,2,5.2,0.864000320148569
100,#N/D,2354,0.039,5792,234,3.5468,0.822377984314004
100,#N/D,2328,0,5342,290,3.1058,0.784903804855282
100,#N/D,2498,0,3566,100,3.7936,0.611422443742102
100,#N/D,2537,0,2784,139,3.3025,0.751341675363829
100,#N/D,2503,0,2789,52,3.8629,0.700012524054022
100,#N/D,2383,0,2303,260,2.8292,0.962319315211467
100,#N/D,2370,0,5393,59,3.9365,0.618808736240271
100,#N/D,2452,0,2250,196,2.6533,0.997709048475216
100,#N/D,2358,0,2390,35,3.8179,0.775949288082726
100,#N/D,2336,0,2563,86,3.1256,0.868113285705869
0,#N/D,2761,0,61,3,4.3571,0
97.14,#N/D,2236,0.711,5312,459,2.9332,0.735397754795172
100,#N/D,2237,2.702,6636,524,2.9546,0.7268498463836
97.5,#N/D,2235,4.08,5127,199,3.6911,0.666705509281252
97.44,#N/D,2241,1.733,4119,223,3.1252,0.770152848053274
100,#N/D,2240,5.323,3452,104,3.4212,0.691353244176814
100,#N/D,2239,7.59,3530,100,3.6168,0.70948183000341
100,#N/D,2236,7.867,2777,60,3.574,0.64824597747745
100,#N/D,2235,8.683,3706,88,3.9849,0.699902334334301
97.96,#N/D,2238,5.584,4823,365,3.0739,0.716849187147775
83.87,#N/D,2247,2.953,3110,62,3.6848,0.702177525437373
100,#N/D,2248,2.23,1736,29,3.7657,0.672041674668507
100,#N/D,2245,2.691,2824,41,4.0171,0.653480582217614
100,#N/D,2255,3.565,3981,93,3.8427,0.688411797728069
32.98,#N/D,2233,4.992,4041,111,3.6113,0.690553353354236
88,#N/D,2238,10.563,4276,57,3.7674,0.683099379914034
75,#N/D,2238,9.283,5749,134,3.6758,0.740782665130872
100,#N/D,2242,6.565,3239,45,3.8652,0.689389331373042
100,#N/D,2253,9.774,1554,29,3.9442,0.680112069513567
100,#N/D,2241,14.89,1743,50,3.4311,0.714075773533089
100,#N/D,2239,12.209,3717,83,3.7282,0.677535197028456
100,#N/D,2239,17.355,3128,78,3.6714,0.697607237333702
100,#N/D,2239,8.639,2672,40,3.941,0.652942569716321
100,#N/D,2239,7.878,3583,72,3.6599,0.696261634502628
100,#N/D,2239,8.831,3795,112,3.5434,0.737257043761816
94.74,#N/D,2235,18.349,1211,30,3.7609,0.735497430602254
100,#N/D,2239,19.529,2322,40,3.7512,0.727527132352365
100,#N/D,2239,20.967,2674,52,3.7556,0.718666840892673
100,#N/D,2232,27.985,2289,39,4.0948,0.71144686933458
100,#N/D,2228,27.17,1101,25,3.5516,0.690872155806977
93.33,#N/D,2229,31,1705,31,3.62,0.68280604535344
100,#N/D,2226,31.041,1589,24,3.6868,0.680239751114782
100,#N/D,2224,25.151,1718,39,3.5643,0.70911774003999
100,#N/D,2235,19.076,2537,68,3.4658,0.722001613827099
100,#N/D,2237,21.384,1500,39,3.5377,0.704971289712719
93.67,#N/D,2223,17.761,10616,255,3.7632,0.668508251437609
100,#N/D,2232,13.382,5616,150,3.7291,0.685222878223392
100,#N/D,2241,1.043,7827,134,3.8844,0.56791483388643
100,#N/D,2247,0.686,5871,54,4.097,0.604460695008521
100,#N/D,2239,7.191,3857,152,3.3452,0.773813959298421
100,#N/D,2240,3.258,2748,58,3.7388,0.725009313742609
100,#N/D,2239,9.261,5027,73,3.8551,0.690725560222295
100,#N/D,2236,10.662,3601,80,3.8513,0.662345201756957
100,#N/D,2240,9.634,6464,234,3.4734,0.665168546971044
100,#N/D,2238,13.08,3655,109,3.6994,0.65765693003082
21.25,#N/D,2245,1.494,6697,332,3.6696,0.669229966599897
6.52,#N/D,2230,24.023,45,11,2.8125,0
48.78,#N/D,2226,7.163,1728,90,3.6766,0.620159577465559
0,#N/D,2256,1.471,129,2,3.7941,0.673460090246642
100,#N/D,2256,0.271,1248,44,3.8282,0.668528652603603
0,#N/D,2261,0.858,322,25,3.3895,0.65239038244887
100,#N/D,2236,8.761,4052,76,3.7623,0.703164660412049
92.31,#N/D,2238,9.916,3712,208,3.7046,0.661880042082734
100,#N/D,2235,18.179,3715,129,3.6709,0.668833388389203
97.67,#N/D,2250,21.91,7574,165,3.8801,0.677120502233316
92.73,#N/D,2236,2.539,4032,99,3.7895,0.741746490540968
70,#N/D,2230,9.518,2757,36,4.1211,0.674378478719433
100,#N/D,2238,10.773,1932,198,2.5255,0.812879905667761
60,#N/D,2232,10.815,2103,231,2.3576,0.800157115185106
87.5,#N/D,2230,11.819,2105,258,2.3975,0.835614371775765
0,#N/D,2230,5.538,451,19,3.7899,0.746860089211059
100,#N/D,2245,0.705,4447,140,3.7401,0.654135599814915
100,#N/D,2239,1.456,3241,284,2.6479,0.796965421732602
100,#N/D,2241,0.833,3562,159,3.3509,0.653825001037882
100,#N/D,2241,0.735,2710,264,2.6362,0.801212285767757
78.95,#N/D,2239,2.015,4592,91,3.8076,0.675966405093383
64.71,#N/D,2241,2.614,2658,114,3.3392,0.734960270146274
100,#N/D,2237,6.735,3358,65,3.6659,0.697411213787081
100,#N/D,2237,9.695,2278,137,2.9895,0.780421529203903
57.14,#N/D,2241,4.433,2056,63,3.6714,0.765466820727711
100,#N/D,2240,6.584,3013,51,3.6655,0.702256498249806
100,#N/D,2239,9.479,1307,139,2.4614,0.829605560894226
100,#N/D,2239,10.763,1931,194,2.5475,0.808588223232875
100,#N/D,2237,11.641,756,71,2.7,0.83119172233921
100,#N/D,2237,2.281,3170,234,3.0364,0.715741373749534
100,#N/D,2240,1.709,1053,70,2.728,0.712806024870337
100,#N/D,2236,0.872,7707,970,2.5294,0.719815918776232
100,#N/D,2237,1.759,4460,518,2.5327,0.768496569386838
17.01,#N/D,2229,7.959,6883,779,2.5038,0.765918178756431
85.71,#N/D,2230,7.734,1185,349,3.2555,0.297100139752665
61.29,#N/D,2235,8.253,1021,191,3.7675,0.386810832916366
97.83,#N/D,2242,0.748,2347,138,3.8101,0.557517331993688
35.21,#N/D,2233,14.402,5154,217,3.6067,0.721385418035891
5,#N/D,2231,8.396,3666,246,3.4326,0.53243323243463
100,#N/D,2239,12.76,3527,80,3.7601,0.643036344232815
100,#N/D,2237,6.947,2170,220,3.9383,0.504972572919925
100,#N/D,2237,1.54,3652,462,2.4877,0.780763851955094
100,#N/D,2237,1.145,4416,232,3.3995,0.732876832519751
97.67,#N/D,2238,13.4,5516,124,3.8359,0.705817204672884
100,#N/D,2247,0.181,5793,174,3.7641,0.654222211053123
59.46,#N/D,2235,9.063,356,60,2.7597,0.299539383123405
100,#N/D,2251,0.922,1931,117,3.2237,0.722064771463732
38.1,#N/D,2234,6.773,4780,111,4.4424,0.635398212110415
33.33,#N/D,2230,7.355,4093,118,4.2769,0.59743205326769
14.29,#N/D,2225,8.978,4437,135,4.2097,0.600453812389026
80,#N/D,2260,0.332,1320,59,3.4286,0.691802185236803
44.44,#N/D,2235,2.763,375,6,4.2614,0.731922010395817
75,#N/D,2256,0.352,9254,451,3.6008,0.689974757183974
94.59,#N/D,2236,2.045,3158,51,3.8748,0.701293470591612
24.07,#N/D,2233,1.554,2288,108,3.4985,0.70308032681291
30.95,#N/D,2255,0,7659,378,3.5327,0.67484315783311
41.3,#N/D,2228,4.451,2350,85,3.7302,0.672615561794985
66.67,#N/D,2230,2.638,224,5,3.6129,0.709204134735821
52.63,#N/D,2230,5.467,942,39,3.8138,0.637210907595392
0,#N/D,2229,5.158,652,28,3.9042,0.554000855356328
0,#N/D,2236,1.9,78,14,3.7143,0
53.42,#N/D,2252,3.147,4287,489,3.7671,0.681709709230343
52.11,#N/D,2251,3.931,4462,118,3.6937,0.698105619530646
49.09,#N/D,2246,3.471,773,77,3.3176,0.700386905179619
0,#N/D,2265,1.526,41,10,4.1,0
100,#N/D,2411,0,1892,168,2.3416,0.897468207750341
100,#N/D,2405,0,653,32,3.3316,0.896273151883853
100,#N/D,2435,0,1640,126,2.6841,0.861030776708864
100,#N/D,2299,0,1862,89,3.0129,0.93986849445063
100,#N/D,2298,0,0,0,0,0
100,#N/D,2296,0,2023,134,2.2528,0.907937294640578
39.29,#N/D,2284,0,332,15,2.3714,0.961517755544497
100,#N/D,2277,0,3600,47,3.6923,0.729492292877951
100,#N/D,2276,0,3507,88,3.5246,0.695692251143738
100,#N/D,2264,0,1717,28,3.283,0.87925848500204
100,#N/D,2271,0,2627,24,3.5404,0.783079111367497
100,#N/D,2263,0,2904,55,3.3807,0.81556787229254
100,#N/D,2263,0,2694,139,3.3383,0.743788607343959
100,#N/D,2255,0,6298,133,3.5522,0.747383813160366
100,#N/D,2236,0.53,2303,57,2.9488,0.92583941182311
100,#N/D,2235,0.837,1910,100,2.9844,0.897982936340645
100,#N/D,2235,0.514,1994,59,3.1752,0.916367464801549
100,#N/D,2235,0.747,2081,148,2.7203,0.862034746035506
100,#N/D,2234,1.077,4090,200,2.8987,0.891452112815965
100,#N/D,2235,1.339,592,25,3.2,0.898889207193608
100,#N/D,2237,2.96,1947,104,2.8382,0.916154258578437
100,#N/D,2480,0,5278,153,3.5929,0.714879220788422
100,#N/D,2486,0,3924,102,3.6199,0.775105591490627
100,#N/D,2480,0,5065,154,3.4692,0.689537433807297
100,#N/D,2469,0,5031,173,3.4865,0.692741123960384
80.56,#N/D,2447,0,2879,127,3.313,0.82497544836432
100,#N/D,2294,0,4271,268,2.9415,0.8051846880768
100,#N/D,2275,0,1960,135,2.8,0.800049532250236
100,#N/D,2264,0,1202,53,6.1959,0.876826435908967
100,#N/D,2260,0,1587,73,2.9664,0.833322122417779
100,#N/D,2257,0,1067,64,3.2236,0.830981551834378
100,#N/D,2250,0,1218,70,2.7808,0.867940898919572
100,#N/D,2246,0,2121,82,3.2782,0.818209671274312
100,#N/D,2240,0,2632,190,2.803,0.858536503230006
100,#N/D,2240,0.241,2627,82,3.0833,0.837270815063128
100,#N/D,2235,0.488,3482,123,3.2092,0.824104315367725
100,#N/D,2235,0.712,1382,73,2.7807,0.905221195713668
100,#N/D,2236,1.302,669,35,2.7645,0.919421939170303
100,#N/D,2237,1.79,3761,151,2.8321,0.90583230433133
100,#N/D,2231,4.052,2820,186,2.7379,0.90718248560358
100,#N/D,2521,0,6576,110,3.8188,0.691450974442227
100,#N/D,2519,0,4006,83,3.6719,0.71704048669642
100,#N/D,2519,0,3149,78,3.5224,0.743691667774732
100,#N/D,2236,0.358,1862,52,3.1033,0.899062853781902
100,#N/D,2235,0.47,2907,122,3.1393,0.88474700985454
100,#N/D,2235,0.852,3961,310,2.7914,0.866377090298351
100,#N/D,2235,0.936,3788,85,3.3286,0.881533532976147
100,#N/D,2236,1.143,3556,206,2.607,0.845031440353977
100,#N/D,2238,1.886,3088,138,2.7352,0.872312152004836
100,#N/D,2235,3.427,926,49,2.8318,0.908858598076833
96.43,#N/D,2545,0,4581,162,3.6973,0.679871558887431
100,#N/D,2531,0,3259,72,3.6454,0.745718040377411
100,#N/D,2518,0,3384,76,3.6154,0.767116879611583
100,#N/D,2506,0,2991,308,3.5023,0.777992714577396
100,#N/D,2486,0,2594,72,3.4866,0.784166129464095
100,#N/D,2469,0,1738,88,3.1543,0.828900392131392
95.45,#N/D,2456,0,1282,75,3.2621,0.870356600634686
100,#N/D,2312,0,3335,119,3.325,0.781372960315461
100,#N/D,2285,0,1633,105,2.7399,0.832578623217741
100,#N/D,2240,0.025,303,4,6.1837,0.764993471462392
100,#N/D,2235,1.254,4901,226,3.4587,0.690540778474666
100,#N/D,2236,1.361,2497,203,2.5532,0.770612152433556
100,#N/D,2238,1.775,2210,174,2.552,0.765482376556933
100,#N/D,2237,3.543,1654,62,2.9274,0.903117706745627
100,#N/D,2234,1.961,1698,133,2.5845,0.855496647627919
100,#N/D,2237,1.846,1038,73,2.3972,0.880016425391534
100,#N/D,2235,2.394,2311,141,2.5368,0.851535036986859
100,#N/D,2569,0,5175,411,3.5543,0.679714707696849
100,#N/D,2562,0,3580,71,3.6643,0.713946760310823
100,#N/D,2552,0,3209,57,3.5303,0.740960441998441
100,#N/D,2559,0,3268,76,3.7052,0.729110146062541
100,#N/D,2559,0,3653,46,3.8945,0.684056119299225
100,#N/D,2526,0,3171,65,3.4884,0.772716469309021
100,#N/D,2514,0,2218,53,3.6601,0.821249174514672
100,#N/D,2498,0,2332,91,3.4345,0.827169469493711
100,#N/D,2476,0,1017,49,3.1101,0.905781990828386
100,#N/D,2470,0,4441,121,3.5358,0.764894367231509
100,#N/D,2407,0,4344,1015,3.3287,0.787972888705203
100,#N/D,2382,0,4235,434,2.7935,0.842579187380117
100,#N/D,2368,0,4411,254,3.1129,0.75788706022308
100,#N/D,2329,0,3816,102,3.6,0.742701424793453
100,#N/D,2287,0,5658,297,2.8276,0.836097804550996
100,#N/D,2299,0,3170,218,2.8304,0.822524721269712
100,#N/D,2277,0,2546,101,3.1865,0.799849366462581
100,#N/D,2271,0,1578,69,3.4304,0.857405383262384
100,#N/D,2258,0,2273,53,3.6543,0.88620700913781
100,#N/D,2245,0.04,259,21,2.6162,0.856786028238258
100,#N/D,2237,0.362,2526,99,3.5728,0.812656261715761
100,#N/D,2238,0.58,781,11,3.905,0.833553935046764
100,#N/D,2235,1.052,1811,119,3.269,0.742030036185701
100,#N/D,2288,0,1710,67,3.1784,0.817903927108133
100,#N/D,2264,0,3196,174,2.8561,0.85585293456394
100,#N/D,2259,0,1184,51,2.938,0.942254591296796
100,#N/D,2256,0,46,4,3.5385,0.678219821635141
100,#N/D,2275,0,855,59,2.785,0.902202065003294
100,#N/D,2247,0.177,2204,109,3.0027,0.864178222930097
100,#N/D,2298,0,8904,336,3.2808,0.825907852138152
100,#N/D,2310,0,1165,93,2.3161,0.871986275314954
100,#N/D,2297,0.017,1056,95,2.2185,0.861646667488423
100,#N/D,2292,0,3154,87,3.2515,0.764350229459504
100,#N/D,2325,0,4896,120,3.5789,0.75934086032042
100,#N/D,2294,0,4257,110,3.461,0.782998910020531
100,#N/D,2333,0,3394,145,3.2079,0.784099220029379
100,#N/D,2302,0,5735,138,3.2753,0.73670911203171
100,#N/D,2354,0,6305,87,3.7132,0.769751835801632
100,#N/D,2309,0,3772,65,3.3799,0.675145820261517
0,#N/D,2402,0,5070,180,3.5729,0.693354699929441
0,#N/D,2613,0,3324,281,3.8428,0.555435506128158
100,#N/D,2592,0,5207,170,3.5664,0.720950187668331
100,#N/D,2451,0,5832,527,3.4165,0.752748451405212
100,#N/D,2412,0,5004,67,3.788,0.673315744586002
100,#N/D,2423,0,2823,90,3.3251,0.757900905015517
100,#N/D,2386,0,4127,95,3.617,0.747375059899178
100,#N/D,2549,0,3527,157,3.6587,0.729192715119037
100,#N/D,2600,0,4460,165,3.7765,0.711610227419842
100,#N/D,2559,0,3711,134,3.5717,0.727609171635687
95.12,#N/D,2559,0,9181,860,3.0819,0.725892620637774
100,#N/D,2638,0,6377,200,3.7011,0.673795172248186
97.22,#N/D,2658,0,5296,251,3.4682,0.688499552977524
94.74,#N/D,2585,0,8033,271,3.7121,0.590575538036084
100,#N/D,2634,0,5250,322,3.8603,0.569134092924639
100,#N/D,2689,0,5408,91,3.7845,0.65026116021418
13.91,#N/D,2425,0,2409,103,3.7062,0.688847780673604
21.52,#N/D,2372,0,326,9,4.1795,0.771534012520803
74.49,#N/D,2541,0,6452,296,3.6207,0.713125912668618
0,#N/D,2501,0,1490,98,3.5731,0.765538102719612
0,#N/D,2482,0,3487,326,3.621,0.715874239342048
0,#N/D,2555,0,4616,590,4.185,0.570055518959959
0,#N/D,2628,0,5094,847,3.8043,0.5678437229994
0,#N/D,2461,0,4834,739,3.3781,0.724462809039874
0,#N/D,2420,0.024,3676,311,3.3207,0.718255584968066
0,#N/D,2399,0,6346,495,3.5934,0.731965073943787
0,#N/D,2685,0,1007,193,4.0935,0.502228738051561
72.22,#N/D,2758,0,1155,0,3.5429,0.452051589293614
11.45,#N/D,2376,0,3911,98,3.7142,0.683134263984367
2.06,#N/D,2589,0,7,0,1.75,0
78.26,#N/D,2284,0,430,5,4.1346,0.832539825072215
100,#N/D,2276,0,1472,83,2.9677,0.771050616711807
100,#N/D,2235,1.801,2581,84,2.9396,0.913252629752171
100,#N/D,2237,1.74,1280,65,2.4806,0.898069892500551
100,#N/D,2238,2.483,2100,65,3.1343,0.871540332245299
100,#N/D,2236,3.13,1512,61,2.8966,0.897203061742671
97.22,#N/D,2311,0,2829,152,2.9135,0.925978091274335
22.93,#N/D,2300,0,2225,141,2.9354,0.913416368909038
97.73,#N/D,2230,6.996,4541,260,2.8364,0.876627568506766
100,#N/D,2232,7.991,1682,62,2.9982,0.857790768001096
100,#N/D,2230,9.124,3272,113,3.0723,0.914972820252822
38.89,#N/D,2359,0,7594,237,3.4787,0.722801072266063
0,#N/D,2385,0,9113,251,3.7923,0.715025428366384
100,#N/D,2619,0,5365,82,3.8404,0.612466777093263
100,#N/D,2631,0,4089,46,3.8539,0.607731038535824
100,#N/D,2400,0,3502,195,2.7904,0.876000524358988
45.11,#N/D,2373,0,2117,76,2.7494,0.951028599989987
100,#N/D,2354,0,2661,235,2.5489,0.816317889032946
100,#N/D,2277,0,2874,221,2.5892,0.89891723658567
100,#N/D,2251,0.031,12273,597,3.434,0.808844593690352
100,#N/D,2278,0,4896,177,3.5894,0.71669188644225
100,#N/D,2293,0,5765,235,3.5499,0.778218766402521
1.15,#N/D,2282,0,4075,82,4.8111,0.828354311485308
100,#N/D,2233,3.89,1852,92,2.9444,0.889170931249016
100,#N/D,2234,4.922,1868,140,2.5415,0.858179280532403
94.29,#N/D,2439,0,4591,278,3.4519,0.764047804697744
100,#N/D,2421,0,5237,491,3.3592,0.746562607212652
96.15,#N/D,2718,0,3981,916,3.8613,0.544292145077595
100,#N/D,2728,0,3845,942,3.7294,0.611659472414426
100,#N/D,2355,0,6257,198,3.8293,0.604777265793189
100,#N/D,2395,0,6615,191,3.6587,0.719529821622191
100,#N/D,2287,0,2104,135,2.7079,0.814208078982201
100,#N/D,2274,0,1811,80,3.0183,0.844799374738509
100,#N/D,2286,0,5473,146,3.5585,0.675344620660296
100,#N/D,2457,0,3223,56,3.7962,0.68199017303172
68.29,#N/D,2403,0,4104,218,3.2062,0.727980636848395
0,#N/D,2755,0,188,14,4.4762,0.380241675048416
0,#N/D,2766,0,495,102,3.9286,0.498101131264597
0,#N/D,2678,0,657,200,3.2206,0.600807959240464
0,#N/D,2829,0,20,8,1.8182,0.775108367583018
0,#N/D,2632,0,38,11,2.1111,0.774326334939675
0,#N/D,2433,0,8094,1577,3.4109,0.697842391061911
0,#N/D,2390,0,2200,646,3.3537,0.696058032526343
0,#N/D,2972,0,1160,312,3.1694,0.535873715060576
1.14,#N/D,2969,0,1429,126,3.9694,0.52500072435449
38.93,#N/D,2823,0,6805,781,3.7004,0.604976663840477
90.41,#N/D,2926,0,6132,431,3.7367,0.567027607427628
0,#N/D,2780,0,1116,317,3.1173,0.6496113052109
47.42,#N/D,2814,0,5630,917,3.609,0.638135645754693
17.39,#N/D,2900,0.017,2680,516,3.3416,0.659187360679961
0,#N/D,3031,0.052,189,70,2.3333,0.544246461626494
8.05,#N/D,2845,0,1056,266,2.8387,0.639904703186419
0,#N/D,2830,0.09,648,179,3.1921,0.597736042708595
1.73,#N/D,2951,0,1120,401,2.6859,0.646420826476655
0,#N/D,2818,0.162,49,0,1.96,0.707867644189994
0,#N/D,3043,0.078,305,0,3.0198,0.699977363003536
0,#N/D,2808,0,29,13,2.2308,0.871166912041046
0,#N/D,2838,0.086,1842,0,3.0147,0.38315684009823
0,#N/D,2830,0,1827,0,2.5375,0.298641263375154
0,#N/D,2851,0,353,110,3.2091,0.557357706735828
11.11,#N/D,2710,0,3559,945,3.4722,0.548839226207683
47.56,#N/D,2610,0,4967,716,3.9896,0.49147781618853
0,#N/D,2540,0,5781,1117,3.8158,0.4780293989514
0,#N/D,2653,0,7769,2050,3.7586,0.531113534055827
2.44,#N/D,2682,0,770,218,3.2906,0.601454597177256
72.09,#N/D,2647,0,4307,314,4.2601,0.551288405569452
38.89,#N/D,2619,0,4188,447,4.188,0.520996174415388
0,#N/D,2792,0,1494,455,3.2835,0.583832217441725
0,#N/D,2780,0,1768,527,3.3233,0.591127486736579
100,#N/D,2245,0.418,6356,297,3.4431,0.785645665190945
100,#N/D,2235,1.39,2264,83,3.2113,0.878401696485082
100,#N/D,2242,1.101,3314,112,2.925,0.927360681248274
1.11,#N/D,2228,7.056,149,13,3.8205,0.405657824849042
100,#N/D,2241,0.466,8681,321,3.3096,0.807835037491381
100,#N/D,2233,5.343,2659,111,3.0319,0.851699680365063
0,#N/D,2229,7.538,4348,558,3.804,0.440004763246006
100,#N/D,2232,8.26,3589,105,3.6962,0.714598628531054
91.3,#N/D,2229,8.834,3526,135,3.7752,0.711745623154245
100,#N/D,2235,4.549,4375,208,3.152,0.800112502955651
100,#N/D,2239,0.848,656,54,3.023,0.833043876738886
100,#N/D,2240,2.308,1400,76,2.9228,0.864590876090918
100,#N/D,2239,1.559,948,44,2.9441,0.858293431054289
100,#N/D,2239,4.106,3071,177,3.0466,0.814571549601594
100,#N/D,2239,6.504,4715,194,3.5424,0.741659178606885
100,#N/D,2235,7.626,2133,84,3.3697,0.720582218979051
100,#N/D,2237,6.854,3128,138,3.4833,0.707570386633307
100,#N/D,2230,8.34,2412,71,3.7051,0.714259309437015
100,#N/D,2234,7.907,3843,88,3.9578,0.739882694211827
72.22,#N/D,2226,3.294,4324,99,4.0639,0.608521626609198
30.43,#N/D,2238,0.121,5861,175,3.4845,0.732298623040034
95.79,#N/D,2237,1.039,9982,348,3.489,0.753240004112137
100,#N/D,2239,2.118,809,23,3.9272,0.754269039309997
100,#N/D,2237,2.79,2169,94,3.0766,0.913634571591338
